Word, Color, Selected Color, Time, Correct?, Trigger?
TÖTEN, blue, NA, 2.0640029907226562, False, False
VORTRAG, blue, NA, 2.014047622680664, False, False
ANGST, blue, NA, 2.0087802410125732, False, False
TOT, red, NA, 2.0116539001464844, False, False
